latitude,longitude,altitude,geometry,localite_acheminement_uai,reg_id_old,compte_instagram,uucr_id,aca_nom,identifiant_eter,identifiant_isni,type_d_etablissement,com_nom,uai,compte_scoopit,compte_viadeo,identifiant_orgref,uo_lib,element_wikidata,inscrits_2014,compte_linkedin,com_code,siren,libelle_mission_chef_de_file,identifiant_programme_lolf_chef_de_file,coordonnees,identifiant_wikidata,wikipedia,numero_telephone_uai,compte_facebook,dep_nom,element_isni,aca_id,siret,statut_juridique_court,reg_nom_old,adresse_uai,element_grid,compte_dailymotion,typologie_d_universites_et_assimiles,libelle_programme_lolf_chef_de_file,compte_twitter,localisation,secteur_d_etablissement,uucr_nom,inscrits_2015,inscrits_2012,inscrits_2013,inscrits_2010,inscrits_2011,statut_juridique_long,identifiant_grid,code_postal_uai,url,pays_etranger_acheminement,uo_lib_en,reg_nom,reg_id,implantations,dep_id,statut_operateur_lolf,dernier_decret_legifrance,flux_rss,compte_youtube,sigle,compte_googleplus,mooc,url_en,qualification_court,qualification_long,boite_postale_uai,compte_vimeo,identifiant_funding_data,element_fundref,anciens_codes_uai,compte_flickr,lieu_dit_uai,compte_france_culture,autres,mention_distribution,rattachement,rattachement_identifiants,association,url_es,association_identifiants,compte_tumblr,url_cn,compte_pinterest,url_de,compte_scribd
49.57428,2.117996,,Point,BEAUVAIS CEDEX,R22,,UU60501,Amiens,FR0129,,École d'ingénieurs,Beauvais,0600071B,,,,Institut polytechnique LaSalle Beauvais,https://www.wikidata.org/entity/Q3152468,1838,https://www.linkedin.com/company/esitpa-ecole-d%27ing%C3%A9nieurs-en-agriculture,60057,780507190,,,"49.57428,2.117996",Q3152468,https://fr.wikipedia.org/wiki/Institut_polytechnique_LaSalle_Beauvais,0344062525,https://fr-fr.facebook.com/Esitpa-Ecole-ding%C3%A9nieurs-en-agriculture-200158773361999/,Oise,,A20,78050719000012,Association,Picardie,19  RUE PIERRE WAGUET,,,,,https://twitter.com/Esitpa,Hauts-de-France>Amiens>Oise>Beauvais,Privé,Beauvais,1828,1681,1736,1515,1583,Association,,60026,http://www.esitpa.org/,France,,Hauts-de-France,R32,,D060,,,,,Esitpa,,,,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,BP30313,,,,,https://www.flickr.com/photos/111833692@N02/,,,,,,,,,,,,,,
47.443423,-0.532193,,Point,LES PONTS DE CE CEDEX,R52,,UU49701,Nantes,,,,Les Ponts-de-Cé,0492062A,,http://www.viadeo.com/profile/0021dsoe73pjr18t,,Institut des relations publiques et de la communication d’Angers,,,https://www.linkedin.com/school/1044488?pathWildcard=1044488,49246,329491476,,,"47.443423,-0.532193",,,,https://www.facebook.com/IrcomGroupe,Maine-et-Loire,,A17,32949147600019,,Pays de la Loire,23 RUE EDOUARD GUINEL,,,,,https://twitter.com/Ircom_Groupe,Pays de la Loire>Maine-et-Loire>Angers>Les Ponts-de-Cé,Privé,Angers,,,,,,,,49136,http://www.ircom.fr/,France,,Pays de la Loire,R52,,D049,,,,https://www.youtube.com/user/groupeIrcom,Ircom,https://plus.google.com/+IrcomAngers%C3%A9colesup%C3%A9rieure/,,,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,CS10059,,,,,,,,http://blog.ircom.fr/,,,,,,,,,,,
47.3248,5.05649,,Point,DIJON CEDEX,R26,,UU21701,Dijon,FR0018,0000 0001 2298 9313,Université,Dijon,0211237F,,http://fr.viadeo.com/fr/groups/?containerId=225n63d8xdchwe,5611046,Université de Bourgogne,https://www.wikidata.org/entity/Q287072,26357,,21231,192112373,Recherche et enseignement supérieur,150,"47.3248,5.05649",Q287072,https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Bourgogne,0380395000,https://www.facebook.com/univbourgogne,Côte-d'Or,http://isni.org/isni/0000000122989313,A07,19211237300019,EPCSCP,Bourgogne,,https://www.grid.ac/institutes/grid.5613.1,,Université pluridisciplinaire avec santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/univbourgogne,Bourgogne-Franche-Comté>Dijon>Côte-d'Or>Dijon,Public,Dijon,26471,26254,26326,26118,26551,"Établissement public à caractère scientifique, culturel et professionnel",grid.5613.1,21078,http://www.u-bourgogne.fr/,France,University of Burgundy,Bourgogne-Franche-Comté,R27,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0211237F,D021,Opérateurs MIRES 2014,,http://www.u-bourgogne.fr/?q=flux+rss,http://www.youtube.com/user/UnivBourgogne,,,https://www.fun-mooc.fr/universities/ubourgogne/,,,,27877,,501100004618,http://dx.doi.org/10.13039/501100004618,,,CAMPUS UNIV MONTMUZARD,,Le réseau social de Bourgogne ( uBlink) = https://ub-link.fr/,,,,,,,,,,,
47.251,5.99399,,Point,BESANCON CEDEX,R43,,UU25602,Besançon,FR0021,,Écoles nationales supérieures d'ingénieurs,Besançon,0250082D,,,,École nationale supérieure de mécanique et des microtechniques,https://www.wikidata.org/entity/Q3578235,832,,25056,192500825,Recherche et enseignement supérieur,150,"47.251,5.99399",Q3578235,https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_m%C3%A9canique_et_des_microtechniques,0381402700,,Doubs,,A03,19250082500026,EPA,Franche-Comté,26 CHEMIN DE L'EPITAPHE,,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/ENSMMOfficiel,Bourgogne-Franche-Comté>Besançon>Doubs>Besançon,Public,Besançon,830,877,870,877,856,Établissement public à caractère administratif,,25030,http://www.ens2m.fr/,France,,Bourgogne-Franche-Comté,R27,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0250082D,D025,Opérateurs MIRES 2014,http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=9F6183426F68F6E802BCEC824495876F.tpdila09v_3?cidTexte=JORFTEXT000031402219&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000031402159,,,ENSMM Besançon,,,,,,,,,,,,,,,,,,,,,,,,,
49.2163,-0.366436,,Point,EPRON,R25,,UU14601,Caen,FR0011,,École d'ingénieurs,Épron,0142182W,,,,École supérieure d'ingénieurs des travaux de la construction de Caen,https://www.wikidata.org/entity/Q3578414,410,https://www.linkedin.com/company/esitc-caen,14242,403162688,,,"49.2163,-0.366436",Q3578414,https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_d%27ing%C3%A9nieurs_des_travaux_de_la_construction_de_Caen,0231462300,https://www.facebook.com/ESITC-Caen-118805098294698/,Calvados,,A05,40316268800010,Association,Basse-Normandie,1 RUE PIERRE ET MARIE CURIE,,,,,https://twitter.com/search?q=esitc%20caen&src=typd&lang=fr,Normandie>Caen>Calvados>Épron,Privé,Caen,453,417,390,390,391,Association,,14610,http://www.esitc-caen.fr/,France,,Normandie,R28,,D014,,http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1,,,ESITC,,,,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,,,,,,,,,,,,,,,,,,,,
48.579,7.7663,,Point,STRASBOURG CEDEX,R42,,UU67701,Strasbourg,FR0149,0000 0001 2157 9291,Université,Strasbourg,0673021V,,,722824,Université de Strasbourg,https://www.wikidata.org/entity/Q157575,44726,,67482,130005457,Recherche et enseignement supérieur,150,"48.579,7.7663",Q157575,https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Strasbourg,0368850000,https://www.facebook.com/unistra,Bas-Rhin,http://isni.org/isni/0000000121579291,A15,13000545700010,EPCSCP,Alsace,4 RUE BLAISE PASCAL,https://www.grid.ac/institutes/grid.11843.3f,,Université pluridisciplinaire avec santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/unistra,Grand Est>Strasbourg>Bas-Rhin>Strasbourg,Public,Strasbourg,46050,43936,44160,42441,43076,"Établissement public à caractère scientifique, culturel et professionnel",grid.11843.3f,67081,http://www.unistra.fr/,France,University of Strasbourg,Grand Est,R44,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0673021V,D067,Opérateurs MIRES 2014,,,,,https://plus.google.com/+unistra/posts,https://www.fun-mooc.fr/universities/universite-de-strasbourg/,,,,CS 90032,,501100003768,http://dx.doi.org/10.13039/501100003768,"0671712X,0671713Y,0671778U",,,,,,,,,,,,,,,
50.2849,2.79104,,Point,ARRAS CEDEX,R31,,UU62502,Lille,FR0132,0000 0001 2364 777X,Université,Arras,0623957P,,http://fr.viadeo.com/fr/profile/universit%C3%A9.d-artois1,13408704,Université d'Artois,https://www.wikidata.org/entity/Q475504,10135,,62041,196244016,Recherche et enseignement supérieur,150,"50.2849,2.79104",Q475504,https://fr.wikipedia.org/wiki/Universit%C3%A9_d%27Artois,0321603700,https://www.facebook.com/pages/Universit%C3%A9-dArtois/144544385619368,Pas-de-Calais,http://isni.org/isni/000000012364777X,A09,19624401600016,EPCSCP,Nord-Pas-de-Calais,9 RUE DU TEMPLE,https://www.grid.ac/institutes/grid.49319.36,,Université pluridisciplinaire hors santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/Univ_Artois,Hauts-de-France>Lille>Pas-de-Calais>Arras,Public,Arras,10899,11371,10956,11404,10818,"Établissement public à caractère scientifique, culturel et professionnel",grid.49319.36,62030,http://www.univ-artois.fr/,France,Artois University,Hauts-de-France,R32,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0623957P,D062,Opérateurs MIRES 2014,,,http://www.youtube.com/user/UniversiteArtois,,,https://www.fun-mooc.fr/universities/universite-dartois/,,,,665,,,,,,,,http://podcast.univ-artois.fr/,,,,,,,,,,,
42.6844,2.89854,,Point,PERPIGNAN CEDEX 9,R91,,UU66601,Montpellier,FR0144,0000 0001 2192 5916,Université,Perpignan,0660437S,,,13889333,Université de Perpignan - Via Domitia,https://www.wikidata.org/entity/Q304872,8673,,66136,196604375,Recherche et enseignement supérieur,150,"42.6844,2.89854",Q304872,https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Perpignan,0468662000,https://www.facebook.com/UPVD66,Pyrénées-Orientales,http://isni.org/isni/0000000121925916,A11,19660437500010,EPCSCP,Languedoc-Roussillon,52 AVENUE PAUL ALDUY,https://www.grid.ac/institutes/grid.11136.34,,Université pluridisciplinaire hors santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/upvd1,Occitanie>Montpellier>Pyrénées-Orientales>Perpignan,Public,Perpignan,8773,8583,8636,9842,8782,"Établissement public à caractère scientifique, culturel et professionnel",grid.11136.34,66860,http://www.univ-perp.fr/,France,University of Perpignan,Occitanie,R76,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0660437S,D066,Opérateurs MIRES 2014,,,,,,https://www.fun-mooc.fr/universities/UPVD/,,,,,,501100004223,http://dx.doi.org/10.13039/501100004223,,,,http://plus.franceculture.fr/partenaires/perpignan-domitia-universite,,,,,,,,,,,,
45.7492,4.83714,,Point,LYON CEDEX 07,R82,,UU00758,Lyon,FR0158,0000 0001 2188 0906,Université,Lyon 7e,0691775E,,,13409094,Université Lumière - Lyon 2,https://www.wikidata.org/entity/Q4041,29279,,69387,196917751,Recherche et enseignement supérieur,150,"45.7492,4.83714",Q4041,https://fr.wikipedia.org/wiki/Universit%C3%A9_Lumi%C3%A8re-Lyon-II,0478697152,https://www.facebook.com/Universite.Lumiere.Lyon2?ref=ts,Rhône,http://isni.org/isni/0000000121880906,A10,19691775100014,EPCSCP,Rhône-Alpes,86 RUE PASTEUR,https://www.grid.ac/institutes/grid.72960.3a,,Université tertiaire - lettres et sc. Humaines,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/univ_lyon2,Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon 7e,Public,Lyon,29349,28773,28667,28309,27863,"Établissement public à caractère scientifique, culturel et professionnel",grid.72960.3a,69365,http://www.univ-lyon2.fr/,France,Lumière University Lyon 2,Auvergne-Rhône-Alpes,R84,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0691775E,D069,Opérateurs MIRES 2014,,,http://www.youtube.com/user/UnivLyon2,,,,,,,,,,,,http://www.flickr.com/photos/lyon2/,,,,,,,,,,,,,,
48.8741,2.382,,Point,PARIS,R11,,UU00851,Paris,FR0171,,Etablissement relevant d'un autre département ministériel rattaché à un EPSCP,Paris 19e,0750043P,,,,École d'ingénieur de la ville de Paris,https://www.wikidata.org/entity/Q273515,318,"https://www.linkedin.com/edu/school?id=12331&trk=tyah&trkInfo=tarId:1415973794009,tas:eivp,idx:2-1-2",75119,200000693,,,"48.8741,2.382",Q273515,https://fr.wikipedia.org/wiki/%C3%89cole_des_ing%C3%A9nieurs_de_la_ville_de_Paris,0144411133,https://fr-fr.facebook.com/paris.eivp,Paris,,A01,20000069300024,EPA,Île-de-France,78 RUE REBEVAL,,,,,https://twitter.com/eivp_paris,Île-de-France>Paris>Paris>Paris 19e,Public,Paris,360,254,289,234,228,Établissement public à caractère administratif,,75019,http://www.eivp-paris.fr/,France,,Île-de-France,R11,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0750043P,D075,Non_Opérateur_LOLF_2014,https://www.legifrance.gouv.fr/affichTexte.do;jsessionid=B2E86251D1A1DB48A7D4EC6E460E63C2.tpdila12v_2?cidTexte=JORFTEXT000033027561&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000033027259,http://www.eivp-paris.fr/index.php/outils/rss?idpage=256&idmetacontenu=2199,https://www.youtube.com/user/EIVPCOM/featured,EIVP,https://plus.google.com/+Eivp-parisFr/posts,,,,,,,,,,,,,,,École nationale des ponts et chaussées,0772517T,Université Paris-Est,,0772710C,,,,,
47.7323,7.31485,,Point,MULHOUSE CEDEX,R42,,UU68701,Strasbourg,FR0150,0000 0004 0473 5039,Université,Mulhouse,0681166Y,,,14271867,Université de Haute-Alsace,https://www.wikidata.org/entity/Q280183,7692,,68224,196811665,Recherche et enseignement supérieur,150,"47.7323,7.31485",Q280183,https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Haute-Alsace,0389336000,https://www.facebook.com/UHA68,Haut-Rhin,http://isni.org/isni/0000000404735039,A15,19681166500013,EPCSCP,Alsace,2 RUE DES FRERES LUMIERE,https://www.grid.ac/institutes/grid.9156.b,,Université pluridisciplinaire hors santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/UHA68,Grand Est>Strasbourg>Haut-Rhin>Mulhouse,Public,Mulhouse,8069,7539,7444,7974,7754,"Établissement public à caractère scientifique, culturel et professionnel",grid.9156.b,68093,http://www.uha.fr/,France,University of Upper Alsace,Grand Est,R44,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0681166Y,D068,Opérateurs MIRES 2014,,,,UHA,https://plus.google.com/u//1843824938262641165/posts,,,,,,,,,,,,,,,,,,,,,,,,
48.585,7.75757,,Point,STRASBOURG CEDEX,R42,,UU67701,Strasbourg,FR0147,,Etablissement relevant d'un autre département ministériel rattaché à un EPSCP,Strasbourg,0670189S,,,,École nationale du génie de l'eau et de l'environnement de Strasbourg,https://www.wikidata.org/entity/Q3578160,325,,67482,196701890,Recherche et enseignement supérieur,142,"48.585,7.75757",Q3578160,https://fr.wikipedia.org/wiki/%C3%89cole_nationale_du_g%C3%A9nie_de_l%27eau_et_de_l%27environnement_de_Strasbourg,0388248282,,Bas-Rhin,,A15,19670189000010,EPA,Alsace,1 QUAI KOCH,,,,Enseignement supérieur et recherche agricoles (Recherche et enseignement supérieur),https://twitter.com/engees_ecole,Grand Est>Strasbourg>Bas-Rhin>Strasbourg,Public,Strasbourg,335,330,324,319,329,Établissement public à caractère administratif,,67070,http://engees.unistra.fr/,France,,Grand Est,R44,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0670189S,D067,Opérateurs MIRES 2014,http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030703302,,,ENGEES,,,,,,61039,,,,,,,,,,Université de Strasbourg,0673021V,,,,,,,,
45.8012,5.08331,,Point,MARCY L ETOILE,R82,,UU00758,Lyon,FR0328,,Grand établissement relevant d'un autre département ministériel,Marcy-l'Étoile,0690193K,,,,"Institut d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement",https://www.wikidata.org/entity/Q3151920,691,,69127,130008584,Recherche et enseignement supérieur,142,"45.8012,5.08331",Q3151920,"https://fr.wikipedia.org/wiki/Institut_d%27enseignement_sup%C3%A9rieur_et_de_recherche_en_alimentation,_sant%C3%A9_animale,_sciences_agronomiques_et_de_l%27environnement",0478872525,https://www.facebook.com/VetAgroSup?fref=ts,Rhône,,A10,13000858400018,EPCSCP,Rhône-Alpes,1 AVENUE BOURGELAT,,,,Enseignement supérieur et recherche agricoles (Recherche et enseignement supérieur),https://twitter.com/VetAgroSup,Auvergne-Rhône-Alpes>Lyon>Rhône>Marcy-l'Étoile,Public,Lyon,697,652,665,712,628,"Établissement public à caractère scientifique, culturel et professionnel",,69280,http://www.vetagro-sup.fr/,France,,Auvergne-Rhône-Alpes,R84,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0690193K,D069,Opérateurs MIRES 2014,,,,Vet Agro Sup,,,,,,,,,,,,,,,,,,,,,,,,,
45.7645,4.8253,,Point,LYON CEDEX 05,R82,,UU00758,Lyon,FR0155,,École d'ingénieurs,Lyon 5e,0690194L,,,,École catholique des arts et métiers,https://www.wikidata.org/entity/Q3577727,811,,69385,779883446,,,"45.7645,4.8253",Q3577727,https://fr.wikipedia.org/wiki/ECAM_Lyon,0472770600,https://www.facebook.com/ECAM.Lyon,Rhône,,A10,77988344600014,Association,Rhône-Alpes,40 MONTÉE SAINT BARTHELEMY,,,,,https://twitter.com/ecamlyon,Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon 5e,Privé,Lyon,804,635,722,533,554,Association,,69321,http://www.ecam.fr/,France,,Auvergne-Rhône-Alpes,R84,,D069,,http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1,http://www.ecam.fr/fr/rss.xml,https://www.youtube.com/user/ECAMLyon,ECAM,,,,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,,,,,,,,,,,,,,,,,,,,
47.4772,-0.600556,,Point,ANGERS CEDEX 01,R52,,UU49701,Nantes,,0000 0001 1541 0780,Autre établissement,Angers,0490076S,,http://fr.viadeo.com/fr/profile/ecole-de-management.essca,,École supérieure des sciences commerciales d'Angers,https://www.wikidata.org/entity/Q3578499,2650,https://www.linkedin.com/in/essca-ecole-de-management-67aa3922,49007,786116723,,,"47.4772,-0.600556",Q3578499,https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_des_sciences_commerciales_d%27Angers,0241734747,https://www.facebook.com/Essca-International-Students-164464980253086/,Maine-et-Loire,http://isni.org/isni/0000000115410780,A17,78611672300010,Association,Pays de la Loire,1 RUE LAKANAL,https://www.grid.ac/institutes/grid.462195.d,,,,https://twitter.com/essca_ecole,Pays de la Loire>Maine-et-Loire>Angers,Privé,Angers,2886,2369,2502,2219,2285,Association,grid.462195.d,49003,http://www.essca.fr/,France,ESSCA,Pays de la Loire,R52,,D049,,http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1,http://www.essca.fr/feed/,https://www.youtube.com/user/ESSCAManagement,ESSCA,https://plus.google.com/+essca,,http://www.essca.fr/en/,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,40348,,,,,,,,,,,,,,,,http://www.essca.fr/zh-hans/guanyu-women/,https://www.pinterest.com/essca/,,
50.6946,3.16932,,Point,ROUBAIX CEDEX 1,R31,,UU59702,Lille,FR0114,0000 0000 8780 8352,Instituts et écoles extérieurs aux universités,Roubaix,0590338X,,,20683585,École nationale supérieure des arts et industries textiles,https://www.wikidata.org/entity/Q273582,409,,59512,195903380,Recherche et enseignement supérieur,150,"50.6946,3.16932",Q273582,https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_des_arts_et_industries_textiles,0320256458,,Nord,http://isni.org/isni/0000000087808352,A09,19590338000010,EPCSCP,Nord-Pas-de-Calais,9 RUE DE L ERMITAGE,https://www.grid.ac/institutes/grid.434225.6,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/ENSAITinfo,Hauts-de-France>Lille>Nord>Roubaix,Public,Lille,338,406,402,408,396,"Établissement public à caractère scientifique, culturel et professionnel",grid.434225.6,59056,http://www.ensait.fr/,France,,Hauts-de-France,R32,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0590338X,D059,Opérateurs MIRES 2014,http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000246728&fastPos=1&fastReqId=421881616&oldAction=rechExpTexteJorf,,,ENSAIT,,,,,,30329,,,,,,,,,,,,École centrale de Lille,,0590349J,,,,,
43.607,1.43855,,Point,TOULOUSE CEDEX,R73,,UU31701,Toulouse,,0000 0001 2242 5542,Institut d'étude politique,Toulouse,0310133B,,,1849006,Institut d'études politiques de Toulouse,https://www.wikidata.org/entity/Q1664755,Comptabilisés dans les effectifs de leur établissement de rattachement,,31555,193113867,Recherche et enseignement supérieur,150,"43.607,1.43855",Q1664755,https://fr.wikipedia.org/wiki/Institut_d%27%C3%A9tudes_politiques_de_Toulouse,0561110270,,Haute-Garonne,http://isni.org/isni/0000000122425542,A16,19311386700017,EPA,Midi-Pyrénées,2 TER RUE DES PUITS CREUSES,https://www.grid.ac/institutes/grid.462373.7,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/SciencesPo_Tlse,Occitanie>Toulouse>Haute-Garonne>Toulouse,Public,Toulouse,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Établissement public à caractère administratif,grid.462373.7,31042,http://www.sciencespo-toulouse.fr/,France,,Occitanie,R76,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0310133B,D031,Opérateurs MIRES 2014,,,,IEP de Toulouse,,,,,,,,,,,,,,,,Université Toulouse 1 - Capitole,0311382J,,,,,,,,
48.1216,-1.70435,,Point,RENNES CEDEX,R53,,UU35701,Rennes,FR0063,0000 0001 2152 2279,Université,Rennes,0350937D,,,13955034,Université Rennes 2,https://www.wikidata.org/entity/Q459026,21249,,35238,193509379,Recherche et enseignement supérieur,150,"48.1216,-1.70435",Q459026,https://fr.wikipedia.org/wiki/Universit%C3%A9_Rennes-II,0299141000,https://www.facebook.com/UnivRennes2,Ille-et-Vilaine,http://isni.org/isni/0000000121522279,A14,19350937900015,EPCSCP,Bretagne,PLACE DU RECTEUR LE MOAL,https://www.grid.ac/institutes/grid.11619.3e,,Université tertiaire - lettres et sc. Humaines,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/Univ_Rennes2,Bretagne>Ille-et-Vilaine>Rennes,Public,Rennes,22294,20650,20632,17836,19478,"Établissement public à caractère scientifique, culturel et professionnel",grid.11619.3e,35043,http://www.univ-rennes2.fr/,France,University of Rennes 2 – Upper Brittany,Bretagne,R53,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0350937D,D035,Opérateurs MIRES 2014,,http://www.univ-rennes2.fr/rss.xml,,,,,,,,,,,,,,,,,CAMPUS DE VILLEJEAN,,,,,,,,,,
47.8502,1.93351,,Point,ORLEANS CEDEX 2,R24,,UU45701,Orléans-Tours,FR0092,0000 0001 0217 6921,Université,Orléans,0450855K,,,6605415,Université d'Orléans,https://www.wikidata.org/entity/Q13334,14238,,45234,194508552,Recherche et enseignement supérieur,150,"47.8502,1.93351",Q13334,https://fr.wikipedia.org/wiki/Universit%C3%A9_d%27Orl%C3%A9ans,0238417171,https://www.facebook.com/univorleans?fref=ts,Loiret,http://isni.org/isni/0000000102176921,A18,19450855200016,EPCSCP,Centre,CHATEAU DE LA SOURCE,https://www.grid.ac/institutes/grid.112485.b,,Université pluridisciplinaire hors santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),,Centre-Val de Loire>Loiret>Orléans,Public,Orléans,15475,13884,14153,14081,14433,"Établissement public à caractère scientifique, culturel et professionnel",grid.112485.b,45067,http://www.univ-orleans.fr/,France,University of Orléans,Centre-Val de Loire,R24,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0450855K,D045,Opérateurs MIRES 2014,,,,,,,,,,6749,,501100005696,http://dx.doi.org/10.13039/501100005696,,,,,,,,,,,,,,,,
