latitude,longitude,altitude,geometry,localite_acheminement_uai,reg_id_old,compte_instagram,uucr_id,aca_nom,identifiant_eter,identifiant_isni,type_d_etablissement,com_nom,uai,compte_scoopit,compte_viadeo,identifiant_orgref,uo_lib,element_wikidata,inscrits_2014,compte_linkedin,com_code,siren,libelle_mission_chef_de_file,identifiant_programme_lolf_chef_de_file,coordonnees,identifiant_wikidata,wikipedia,numero_telephone_uai,compte_facebook,dep_nom,element_isni,aca_id,siret,statut_juridique_court,reg_nom_old,adresse_uai,element_grid,compte_dailymotion,typologie_d_universites_et_assimiles,libelle_programme_lolf_chef_de_file,compte_twitter,localisation,secteur_d_etablissement,uucr_nom,inscrits_2015,inscrits_2012,inscrits_2013,inscrits_2010,inscrits_2011,statut_juridique_long,identifiant_grid,code_postal_uai,url,pays_etranger_acheminement,uo_lib_en,reg_nom,reg_id,implantations,dep_id,statut_operateur_lolf,dernier_decret_legifrance,flux_rss,compte_youtube,sigle,compte_googleplus,mooc,url_en,qualification_court,qualification_long,boite_postale_uai,compte_vimeo,identifiant_funding_data,element_fundref,anciens_codes_uai,compte_flickr,lieu_dit_uai,compte_france_culture,autres,mention_distribution,rattachement,rattachement_identifiants,association,url_es,association_identifiants,compte_tumblr,url_cn,compte_pinterest,url_de,compte_scribd
48.8384,2.34851,,Point,PARIS,R11,,UU00851,Paris,,,Autre établissement,Paris 5e,0753364Z,,,,Institut d'administration des entreprises de Paris,https://www.wikidata.org/entity/Q3151899,Comptabilisés dans les effectifs de leur établissement de rattachement,https://www.linkedin.com/company/iaeparis,75105,197500028,Recherche et enseignement supérieur,150,"48.8384,2.34851",Q3151899,https://fr.wikipedia.org/wiki/Institut_d%27administration_des_entreprises_de_Paris,0153552800,https://www.facebook.com/iaeparis,Paris,,A01,19750002800026,EPA,Île-de-France,21 RUE BROCA,,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/iaeparis,Île-de-France>Paris>Paris>Paris 5e,Public,Paris,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Comptabilisés dans les effectifs de leur établissement de rattachement,Établissement public à caractère administratif,,75005,http://www.iae-paris.com/,France,IAE de Paris,Île-de-France,R11,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0753364Z,D075,Opérateurs MIRES 2014,,,https://www.youtube.com/user/iaeparis,IAE de Paris,https://plus.google.com/+iaeparis,,http://www.iae-paris.com/en,,,,,,,,https://www.flickr.com/photos/iae-paris/,,,,,Université Paris 1 - Panthéon Sorbonne,0751717J,,,,,,,,
48.0148,0.159251,,Point,LE MANS CEDEX 1,R52,,UU72701,Nantes,FR0169,0000 0001 2172 3046,Université,Le Mans,0720916E,,,13835503,Le Mans Université,https://www.wikidata.org/entity/Q834825,9719,,72181,197209166,Recherche et enseignement supérieur,150,"48.0148,0.159251",Q834825,https://fr.wikipedia.org/wiki/Universit%C3%A9_du_Maine_(France),0243833000,https://www.facebook.com/pages/Universit%C3%A9-du-Maine/19321575362?ref=ts&fref=ts&rf=1218219831277,Sarthe,http://isni.org/isni/0000000121723046,A17,19720916600010,EPCSCP,Pays de la Loire,AVENUE OLIVIER MESSIAEN,https://www.grid.ac/institutes/grid.34566.32,,Université pluridisciplinaire hors santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/Universite_Mans,Pays de la Loire>Sarthe>Le Mans,Public,Le Mans,9699,10470,10323,10265,10258,"Établissement public à caractère scientifique, culturel et professionnel",grid.34566.32,72017,http://www.univ-lemans.fr/,France,University of Maine,Pays de la Loire,R52,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0720916E,D072,Opérateurs MIRES 2014,,,,,,,,,,535,,501100005715,http://dx.doi.org/10.13039/501100005715,,,,,,,,,,,,,,,,
45.783,4.87798,,Point,VILLEURBANNE CEDEX,R82,,UU00758,Lyon,FR0154,0000 0004 1765 5089,Instituts et écoles extérieurs aux universités,Villeurbanne,0690192J,,,10828425,Institut national des sciences appliquées de Lyon,https://www.wikidata.org/entity/Q1633859,5927,,69266,196901920,Recherche et enseignement supérieur,150,"45.783,4.87798",Q1633859,https://fr.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Lyon,0472438383,https://www.facebook.com/INSAdeLyon?ref=sgm,Rhône,http://isni.org/isni/0000000417655089,A10,19690192000013,EPCSCP,Rhône-Alpes,20 AVENUE ALBERT EINSTEIN,https://www.grid.ac/institutes/grid.15399.37,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/insadelyon,Auvergne-Rhône-Alpes>Lyon>Rhône>Villeurbanne,Public,Lyon,6048,5800,5836,5639,5779,"Établissement public à caractère scientifique, culturel et professionnel",grid.15399.37,69621,http://www.insa-lyon.fr/,France,,Auvergne-Rhône-Alpes,R84,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0690192J,D069,Opérateurs MIRES 2014,Abrogé,,https://www.youtube.com/user/insadelyon,INSA Lyon,https://plus.google.com/+InsalyonFr69,,,,,,,,,,,,,,,,,,,,,,,,
45.7793,4.92245,,Point,VAULX EN VELIN CEDEX,R82,,UU00758,Lyon,FR0163,0000 0001 2184 7794,École extérieure relevant d'un autre département ministériel,Vaulx-en-Velin,0692566P,,,31645083,École nationale des travaux publics de l'État,https://www.wikidata.org/entity/Q3578157,591,,69256,130002884,"Écologie, développement et aménagement durables",217,"45.7793,4.92245",Q3578157,https://fr.wikipedia.org/wiki/%C3%89cole_nationale_des_travaux_publics_de_l%27%C3%89tat,0472047070,,Rhône,http://isni.org/isni/0000000121847794,A10,13000288400018,EPCSCP,Rhône-Alpes,3 RUE MAURICE AUDIN,https://www.grid.ac/institutes/grid.462176.0,,,"Conduite et pilotage des politiques de l'écologie, de l'énergie, du développement durable et de la mer",,Auvergne-Rhône-Alpes>Lyon>Rhône>Vaulx-en-Velin,Public,Lyon,667,580,575,615,620,"Établissement public à caractère scientifique, culturel et professionnel",grid.462176.0,69518,http://www.entpe.fr/,France,,Auvergne-Rhône-Alpes,R84,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0692566P,D069,Opérateurs LOLF Hors MIRES 2014,http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000644863&fastPos=1&fastReqId=1097770668&oldAction=rechExpTexteJorf,http://www.entpe.fr/internet/outils_transversaux/flux_rss,,ENTPE,,,,,,,,,,,,,,,,,,,,,,,,,
45.5668,5.91765,,Point,CHAMBERY CEDEX,R82,,UU73601,Grenoble,FR0170,,Université,Chambéry,0730858L,,,7984881,Université de Savoie,https://www.wikidata.org/entity/Q2496158,12611,,73065,197308588,Recherche et enseignement supérieur,150,"45.5668,5.91765",Q2496158,https://fr.wikipedia.org/wiki/Universit%C3%A9_Savoie-Mont-Blanc,0479758585,https://www.facebook.com/UnivSavoie,Savoie,,A08,19730858800015,EPCSCP,Rhône-Alpes,27 RUE MARCOZ,https://www.grid.ac/institutes/grid.5388.6,http://www.dailymotion.com/univ-savoie,Université pluridisciplinaire hors santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/Univ_Savoie,Auvergne-Rhône-Alpes>Grenoble>Savoie>Chambéry,Public,Chambéry,13213,12478,12487,11650,11890,"Établissement public à caractère scientifique, culturel et professionnel",grid.5388.6,73011,http://www.univ-savoie.fr/,France,University of Savoy,Auvergne-Rhône-Alpes,R84,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0730858L,D073,Opérateurs MIRES 2014,,,,,,,,,,1104,,,,,,,,,,,,,,,,,,,
48.8665,2.33884,,Point,PARIS,R11,,UU00851,Paris,,0000 0001 2285 6289,Grand établissement,Paris 2e,0755026F,,,47002229,Institut national d'histoire de l'art,https://www.wikidata.org/entity/Q3152376,,,75102,197546880,Recherche et enseignement supérieur,150,"48.8665,2.33884",Q3152376,https://fr.wikipedia.org/wiki/Institut_national_d%27histoire_de_l%27art,0147038604,https://fr-fr.facebook.com/Institutnationaldhistoiredelart,Paris,http://isni.org/isni/0000000122856289,A01,19754688000018,EPCSCP,Île-de-France,2 RUE VIVIENNE,https://www.grid.ac/institutes/grid.462402.6,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),,Île-de-France>Paris>Paris>Paris 2e,Public,Paris,,,,,,"Établissement public à caractère scientifique, culturel et professionnel",grid.462402.6,75002,http://www.inha.fr/,France,,Île-de-France,R11,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0755026F,D075,Opérateurs MIRES 2014,,http://www.inha.fr/_plugins/web/inha/fr/filter/INHA-news/rss.xml,,INHA,,,,,,,,,,,https://www.flickr.com/photos/73632227@N02/,,,http://www.canal-u.tv/producteurs/institut_national_de_l_histoire_de_l_art,,,,,,,,,,,
48.8466,2.35448,,Point,PARIS CEDEX 05,R11,,UU00851,Paris,FR0187,,Grand établissement,Paris 5e,0753428U,,,,Institut de physique du globe,https://www.wikidata.org/entity/Q3152060,82,,75105,197534282,Recherche et enseignement supérieur,150,"48.8466,2.35448",Q3152060,https://fr.wikipedia.org/wiki/Institut_de_physique_du_globe_de_Paris,0144273612,,Paris,,A01,19753428200078,EPCSCP,Île-de-France,4 PLACE JUSSIEU,,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),,Île-de-France>Paris>Paris>Paris 5e,Public,Paris,78,86,83,131,88,"Établissement public à caractère scientifique, culturel et professionnel",,75252,http://www.ipgp.fr/,France,,Île-de-France,R11,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0753428U,D075,Opérateurs MIRES 2014,,http://www.ipgp.fr/fr/rss.xml,,IPG,,https://www.fun-mooc.fr/universities/IPGP/,,,,,,,,,,,,,,,,,,,,,,,
48.834229,2.337221,,Point,PARIS,R11,,UU00851,Paris,,,Établissement privé d'enseignement universitaire,Paris 14e,0753605L,,,,Institut protestant de théologie,https://www.wikidata.org/entity/Q3064314,,,75114,312381015,,,"48.834229,2.337221",Q3064314,https://fr.wikipedia.org/wiki/Facult%C3%A9_de_th%C3%A9ologie_protestante_de_Paris,0143316164,,Paris,,A01,31238101500014,,Île-de-France,83 BOULEVARD ARAGO,,,,,,Île-de-France>Paris>Paris>Paris 14e,Privé,Paris,,,,,,,,75014,http://www.iptheologie.fr/index.php,France,,Île-de-France,R11,,D075,,http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1,,,IPT,,,,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,,,,,,,,,,,,,,,,,,,,
49.3858,1.06927,,Point,ST ETIENNE ROUVRAY CEDEX,R23,,UU00755,Rouen,FR0217,,Instituts et écoles extérieurs aux universités,Saint-Étienne-du-Rouvray,0760165S,,,8788195,Institut national des sciences appliquées de Rouen,https://www.wikidata.org/entity/Q1665112,1760,,76575,197601651,Recherche et enseignement supérieur,150,"49.3858,1.06927",Q1665112,https://fr.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Rouen,0232959700,https://www.facebook.com/insaderouen,Seine-Maritime,,A21,19760165100023,EPCSCP,Haute-Normandie,AVENUE DE L'UNIVERSITE,https://www.grid.ac/institutes/grid.435013.0,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/insarouen,Normandie>Rouen>Seine-Maritime>Saint-Étienne-du-Rouvray,Public,Rouen,1775,1693,1746,1673,1689,"Établissement public à caractère scientifique, culturel et professionnel",grid.435013.0,76801,https://www.insa-rouen.fr/,France,,Normandie,R28,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0760165S,D076,Opérateurs MIRES 2014,Abrogé,,,INSA Rouen,,,,,,,,,,,,,,,,,,,,,,,,,
48.840572,2.586957,,Point,CHAMPS SUR MARNE,R11,,UU00851,Créteil,FR0226,,Communauté d'universités et établissements,Champs-sur-Marne,0772710C,,,,Université Paris-Est,https://www.wikidata.org/entity/Q3551472,1387,https://www.linkedin.com/edu/school?id=162147,77083,130021454,Recherche et enseignement supérieur,150,"48.840572,2.586957",Q3551472,https://fr.wikipedia.org/wiki/Universit%C3%A9_Paris-Est,0160957251,https://www.facebook.com/univparisest,Seine-et-Marne,,A24,13002145400017,EPCSCP,Île-de-France,6 AVENUE BLAISE PASCAL,,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/univparisest,Île-de-France>Créteil>Seine-et-Marne>Champs-sur-Marne,Public,Paris,1393,1416,1382,1440,1388,"Établissement public à caractère scientifique, culturel et professionnel",,77420,http://www.univ-paris-est.fr/fr/,France,,Île-de-France,R11,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0772710C,D077,Non_Opérateur_LOLF_2014,http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030227257&dateTexte=&categorieLien=id,,,UPE,,,,,,,,,,,,,,,,,,,,,,,,,
49.488566,0.122344,,Point,LE HAVRE,R23,,UU76701,Rouen,FR0260,,Grand établissement relevant d'un autre département ministériel,Le Havre,0760166T,,,,École nationale supérieure maritime,https://www.wikidata.org/entity/Q3578264,558,,76351,130013097,"Écologie, développement et aménagement durables",205,"49.488566,0.122344",Q3578264,https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_maritime,0235547800,https://www.facebook.com/EcoleNationaleSuperieureMaritime,Seine-Maritime,,A21,13001309700063,EPCSCP,Haute-Normandie,10 QUAI FRISSARD,,,,"Sécurité et affaires maritimes, pêche et aquaculture",https://twitter.com/ENSM,Normandie>Rouen>Seine-Maritime>Le Havre,Public,Le Havre,790,729,365,,791,"Établissement public à caractère scientifique, culturel et professionnel",,76600,http://www.supmaritime.fr/,France,,Normandie,R28,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0760166T,D076,Opérateurs LOLF Hors MIRES 2014,,,https://www.youtube.com/channel/UCXo8zrksCsHBr4ww7QAy-Zg,ENSM,,,https://www.supmaritime.fr/en/,,,,,,,"0922706S,0130234J,0440108D,0350092K",,,,,,,,,,,,,,,
48.84214,2.343007,,Point,PARIS,R11,,UU00851,Paris,,,Communauté d'universités et établissements,Paris 5e,0755700N,,,31274670,Université de recherche Paris sciences et lettres - PSL Research University,https://www.wikidata.org/entity/Q1163431,,,75105,130017445,Recherche et enseignement supérieur,150,"48.84214,2.343007",Q1163431,https://fr.wikipedia.org/wiki/Universit%C3%A9_de_recherche_Paris_Sciences_et_Lettres,0180485918,,Paris,,A01,13001744500011,EPCSCP,Île-de-France,62 BIS RUE GAY LUSSAC,https://www.grid.ac/institutes/grid.440907.e,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/SciencesLettres,Île-de-France>Paris>Paris>Paris 5e,Public,Paris,,,,,,"Établissement public à caractère scientifique, culturel et professionnel",grid.440907.e,75005,http://www.univ-psl.fr/,France,,Île-de-France,R11,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0755700N,D075,Non_Opérateur_LOLF_2014,http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030467726&dateTexte=&categorieLien=id,,,PSL,,https://www.fun-mooc.fr/universities/paris-sciences-lettres/,,,,,,,,,,,,,VILLA PASTEUR,,,,,,,,,,
49.384206,1.077571,,Point,ST ETIENNE DU ROUVRAY,R23,,UU00755,Rouen,FR0219,,École d'ingénieurs,Saint-Étienne-du-Rouvray,0762378X,,,,École supérieure d'ingénieurs en génie électrique,https://www.wikidata.org/entity/Q17672767,1463,,76575,413701111,,,"49.384206,1.077571",Q17672767,https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_d%27ing%C3%A9nieurs_en_g%C3%A9nie_%C3%A9lectrique,,https://fr-fr.facebook.com/Page.ESIGELEC,Seine-Maritime,,A21,41370111100028,Association,Haute-Normandie,AVENUE GALILEE,https://grid.ac/institutes/grid.466386.9,,,,https://twitter.com/GroupeESIGELEC,Normandie>Rouen>Seine-Maritime>Saint-Étienne-du-Rouvray,Privé,Rouen,1419,1567,1583,1420,1534,Association,grid.466386.9,76800,http://www.esigelec.fr/fr,France,,Normandie,R28,,D076,,,,https://www.youtube.com/user/ESIGELECIRSEEM,ESIGELEC,,,http://www.esigelec.fr/en,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,BP10024,,,,,,TECHNOPOLE DU MADRILLET,,,,,,,,,,,,,
48.846765,2.342056,,Point,PARIS,R11,,UU00851,Paris,,,Communauté d'universités et établissements,Paris 5e,0755581J,,https://www.youtube.com/user/PREShesam,,Hautes Études-Sorbonne-Arts et Métiers,https://www.wikidata.org/entity/Q3128622,,,75105,130021447,Recherche et enseignement supérieur,150,"48.846765,2.342056",Q3128622,https://fr.wikipedia.org/wiki/Hesam_Universit%C3%A9,,https://www.facebook.com/pages/Communaut%C3%A9-d%C3%A9tablissements-hesam-universit%C3%A9/270351753047070,Paris,,A01,13002144700011,EPCSCP,Île-de-France,15 RUE SOUFLOT,,,,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/heSam_Univ,Île-de-France>Paris>Paris>Paris 5e,Public,Paris,,,,,,"Établissement public à caractère scientifique, culturel et professionnel",,75005,http://www.hesam.eu/,France,,Île-de-France,R11,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0755581J,D075,Non_Opérateur_LOLF_2014,http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031107612,,https://plus.google.com/117366250033065348787/posts,HESAM,,,,,,,https://soundcloud.com/hesam_univ/,,,,,,http://www.scoop.it/t/revue-de-presse-by-pres-hesam,,,,,,,,,,,,
48.787656,2.041412,,Point,MONTIGNY LE BRETONNEUX,R11,,UU00851,Versailles,FR0258,,École d'ingénieurs,Montigny-le-Bretonneux,0783664J,,,,École supérieure des techniques aéronautiques et de construction automobile,https://www.wikidata.org/entity/Q3578506,1647,,78423,784259509,,,"48.787656,2.041412",Q3578506,https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_des_techniques_a%C3%A9ronautiques_et_de_construction_automobile,0175645041,,Yvelines,,A25,78425950900080,Association,Île-de-France,12 AVENUE PAUL DELOUVRIER,,,,,,Île-de-France>Versailles>Yvelines>Montigny-le-Bretonneux,Privé,Paris,1803,1509,1575,1464,1488,Association,,78180,http://www.estaca.fr/,France,,Île-de-France,R11,,D078,Non_Opérateur_LOLF_2014,http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1,,,ESTACA,,,,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,,,,,0921929X,,,,,,,,,,,,,,,
43.114688,5.948897,,Point,TOULON,R93,,UU00757,Nice,FR0235,,École d'ingénieurs,Toulon,0831458J,,,,Institut supérieur de l'électronique et du numérique,,419,,83137,383386877,,,"43.114688,5.948897",,,0494038950,https://www.facebook.com/ISEN.Toulon,Var,,A23,38338687700039,Association,Provence-Alpes-Côte d'Azur,Place GEORGES POMPIDOU,,,,,https://twitter.com/isentoulon,Provence-Alpes-Côte d'Azur>Nice>Var>Toulon,Privé,Toulon,477,314,371,276,278,Association,,83000,http://www.isen.fr/toulon/accueil/,France,,Provence-Alpes-Côte d'Azur,R93,,D083,,,,,Yncréa Méditerranée,,,https://web-toulon.isen.fr/international/index.php,EESPIG,Établissement d’enseignement supérieur privé d’intérêt général,,,,,,,MAISON DES TECHNOLOGIES,,,,,,,,,,,,,
43.2936,5.35871,,Point,MARSEILLE CEDEX 07,R93,,UU00759,Aix-Marseille,FR0007,0000 0001 2176 4817,Université,Marseille 7e,0134009M,,,4876289,Aix-Marseille université,https://www.wikidata.org/entity/Q2302586,60154,,13207,130015332,Recherche et enseignement supérieur,150,"43.2936,5.35871",Q2302586,https://fr.wikipedia.org/wiki/Universit%C3%A9_d%27Aix-Marseille,,https://www.facebook.com/pages/Universit%C3%A9-de-Provence/5184636?rf=112212554767,Bouches-du-Rhône,http://isni.org/isni/0000000121764817,A02,13001533200013,EPCSCP,Provence-Alpes-Côte d'Azur,58 BOULEVARD CHARLES LIVON,https://www.grid.ac/institutes/grid.5399.6,,Université pluridisciplinaire avec santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),,Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille 7e,Public,Marseille - Aix-en-Provence,62648,60648,59158,63641,62905,"Établissement public à caractère scientifique, culturel et professionnel",grid.5399.6,13284,http://www.univ-amu.fr/,France,Aix-Marseille University,Provence-Alpes-Côte d'Azur,R93,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0134009M,D013,Opérateurs MIRES 2014,,,,AMU,,https://www.fun-mooc.fr/universities/amu/,,,,,,100007586,http://dx.doi.org/10.13039/100007586,"0131842G,0131843H,0132364Z",,,http://plus.franceculture.fr/partenaires/aix-marseille-universite,,MARSEILLE 7,,,,,,,,,,
48.3983,-4.50774,,Point,BREST CEDEX 3,R53,,UU29701,Rennes,FR0026,0000 0001 2188 0893,Université,Brest,0290346U,,,13952608,Université de Bretagne Occidentale,https://www.wikidata.org/entity/Q1857334,17797,,29019,192903466,Recherche et enseignement supérieur,150,"48.3983,-4.50774",Q1857334,https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Bretagne-Occidentale,0298016000,https://www.facebook.com/UBO.UnivBrest,Finistère,http://isni.org/isni/0000000121880893,A14,19290346600014,EPCSCP,Bretagne,3 RUE DES ARCHIVES,https://www.grid.ac/institutes/grid.6289.5,,Université pluridisciplinaire avec santé,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/UBO_UnivBrest,Bretagne>Finistère>Brest,Public,Brest,19103,17174,17383,17059,16683,"Établissement public à caractère scientifique, culturel et professionnel",grid.6289.5,29238,http://www.univ-brest.fr/,France,University of Western Brittany,Bretagne,R53,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0290346U,D029,Opérateurs MIRES 2014,,,https://www.youtube.com/user/UnivBrest,UBO,,https://www.fun-mooc.fr/universities/UBO/,,,,93837,,501100006703,http://dx.doi.org/10.13039/501100006703,,,,,,,,,,,,http://ubo-univ.tumblr.com/,,,,
43.5784,1.40266,,Point,TOULOUSE CEDEX,R73,,UU31701,Toulouse,FR0039,0000 0004 0486 042X,Université,Toulouse,0311383K,,http://www.viadeo.com/fr/company/universite-de-toulouse-jean-jaures,9915233,Université Toulouse - Jean Jaurès,https://www.wikidata.org/entity/Q1933558,24022,,31555,193113834,Recherche et enseignement supérieur,150,"43.5784,1.40266",Q1933558,https://fr.wikipedia.org/wiki/Universit%C3%A9_Toulouse-Jean-Jaur%C3%A8s,0561504250,https://www.facebook.com/pages/Universit%C3%A9-Toulouse-Jean-Jaur%C3%A8s/256170874775,Haute-Garonne,http://isni.org/isni/000000040486042X,A16,19311383400017,EPCSCP,Midi-Pyrénées,5 ALLEES ANTONIO MACHADO,https://www.grid.ac/institutes/grid.410542.6,,Université tertiaire - lettres et sc. Humaines,Formations supérieures et recherche universitaire (Recherche et enseignement supérieur),https://twitter.com/UTJeanJaures,Occitanie>Toulouse>Haute-Garonne>Toulouse,Public,Toulouse,24417,22971,23708,21824,22259,"Établissement public à caractère scientifique, culturel et professionnel",grid.410542.6,31058,http://www.univ-tlse2.fr/,France,University of Toulouse II – Le Mirail,Occitanie,R76,https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0311383K,D031,Opérateurs MIRES 2014,,http://www.univ-tlse2.fr/rss,,,,https://www.fun-mooc.fr/universities/UT2J/,,,,,,,,,,,http://plus.franceculture.fr/partenaires/toulouse-2-le-mirail,,,,,,,,,,,,
