id,code_insee2,commune_arrivee,code_insee1,commune_depart,migration,X1,Y1,X2,Y2,année,population_2014_1,population_2014_2,categorie_1,categorie_2,is_PSN_1,is_PSN_2
657,75117,Paris 17e  Arrondissement,92051,Neuilly-sur-Seine,187,2,49,2.0,49.0,2014.0,62075,170186,grande ville,capitale,1,1
658,75117,Paris 17e  Arrondissement,92044,Levallois-Perret,219,2,49,2.0,49.0,2014.0,65374,170186,grande ville,capitale,1,1
659,75117,Paris 17e  Arrondissement,92004,Asnières-sur-Seine,108,2,49,2.0,49.0,2014.0,86799,170186,grande ville,capitale,1,1
660,75117,Paris 17e  Arrondissement,92024,Clichy,133,2,49,2.0,49.0,2014.0,59783,170186,grande ville,capitale,1,1
661,75117,Paris 17e  Arrondissement,92026,Courbevoie,128,2,49,2.0,49.0,2014.0,84658,170186,grande ville,capitale,1,1
662,75118,Paris 18e  Arrondissement,31555,Toulouse,185,1,44,2.0,49.0,2014.0,466297,199135,metropole,capitale,0,1
663,75118,Paris 18e  Arrondissement,59350,Lille,162,3,51,2.0,49.0,2014.0,233897,199135,metropole,capitale,0,1
664,75118,Paris 18e  Arrondissement,75115,Paris 15e  Arrondissement,341,2,49,2.0,49.0,2014.0,235366,199135,capitale,capitale,1,1
665,75118,Paris 18e  Arrondissement,35238,Rennes,107,-2,48,2.0,49.0,2014.0,213454,199135,metropole,capitale,0,1
666,75118,Paris 18e  Arrondissement,33063,Bordeaux,121,-1,45,2.0,49.0,2014.0,246586,199135,metropole,capitale,0,1
667,75118,Paris 18e  Arrondissement,44109,Nantes,133,-2,47,2.0,49.0,2014.0,298029,199135,metropole,capitale,0,1
668,75118,Paris 18e  Arrondissement,75111,Paris 11e  Arrondissement,587,2,49,2.0,49.0,2014.0,151542,199135,capitale,capitale,1,1
669,75118,Paris 18e  Arrondissement,75112,Paris 12e  Arrondissement,230,2,49,2.0,49.0,2014.0,143922,199135,capitale,capitale,1,1
670,75118,Paris 18e  Arrondissement,75116,Paris 16e  Arrondissement,202,2,49,2.0,49.0,2014.0,165745,199135,capitale,capitale,1,1
671,75118,Paris 18e  Arrondissement,75117,Paris 17e  Arrondissement,674,2,49,2.0,49.0,2014.0,170186,199135,capitale,capitale,1,1
672,75118,Paris 18e  Arrondissement,75119,Paris 19e  Arrondissement,452,2,49,2.0,49.0,2014.0,187156,199135,capitale,capitale,1,1
673,75118,Paris 18e  Arrondissement,75120,Paris 20e  Arrondissement,611,2,49,2.0,49.0,2014.0,195468,199135,capitale,capitale,1,1
674,75118,Paris 18e  Arrondissement,75110,Paris 10e  Arrondissement,445,2,49,2.0,49.0,2014.0,92228,199135,capitale,capitale,1,1
675,75118,Paris 18e  Arrondissement,75113,Paris 13e  Arrondissement,323,2,49,2.0,49.0,2014.0,182318,199135,capitale,capitale,1,1
676,75118,Paris 18e  Arrondissement,75114,Paris 14e  Arrondissement,257,2,49,2.0,49.0,2014.0,141230,199135,capitale,capitale,1,1
677,75118,Paris 18e  Arrondissement,75103,Paris 3e  Arrondissement,164,2,49,2.0,49.0,2014.0,35077,199135,capitale,capitale,1,1
678,75118,Paris 18e  Arrondissement,75105,Paris 5e  Arrondissement,133,2,49,2.0,49.0,2014.0,60030,199135,capitale,capitale,1,1
679,75118,Paris 18e  Arrondissement,75107,Paris 7e  Arrondissement,117,2,49,2.0,49.0,2014.0,55486,199135,capitale,capitale,1,1
680,75118,Paris 18e  Arrondissement,75109,Paris 9e  Arrondissement,421,2,49,2.0,49.0,2014.0,59389,199135,capitale,capitale,1,1
681,75118,Paris 18e  Arrondissement,75108,Paris 8e  Arrondissement,116,2,49,2.0,49.0,2014.0,38257,199135,capitale,capitale,1,1
682,75118,Paris 18e  Arrondissement,93048,Montreuil,108,2,49,2.0,49.0,2014.0,104748,199135,grande ville,capitale,1,1
683,75118,Paris 18e  Arrondissement,92024,Clichy,157,2,49,2.0,49.0,2014.0,59783,199135,grande ville,capitale,1,1
684,75118,Paris 18e  Arrondissement,93066,Saint-Denis,155,2,49,2.0,49.0,2014.0,110733,199135,grande ville,capitale,1,1
685,75118,Paris 18e  Arrondissement,93070,Saint-Ouen,102,2,49,2.0,49.0,2014.0,47432,199135,moyenne ville,capitale,1,1
686,75119,Paris 19e  Arrondissement,31555,Toulouse,157,1,44,2.0,49.0,2014.0,466297,187156,metropole,capitale,0,1
687,75119,Paris 19e  Arrondissement,75115,Paris 15e  Arrondissement,281,2,49,2.0,49.0,2014.0,235366,187156,capitale,capitale,1,1
688,75119,Paris 19e  Arrondissement,33063,Bordeaux,119,-1,45,2.0,49.0,2014.0,246586,187156,metropole,capitale,0,1
689,75119,Paris 19e  Arrondissement,75111,Paris 11e  Arrondissement,485,2,49,2.0,49.0,2014.0,151542,187156,capitale,capitale,1,1
690,75119,Paris 19e  Arrondissement,75112,Paris 12e  Arrondissement,196,2,49,2.0,49.0,2014.0,143922,187156,capitale,capitale,1,1
691,75119,Paris 19e  Arrondissement,75117,Paris 17e  Arrondissement,235,2,49,2.0,49.0,2014.0,170186,187156,capitale,capitale,1,1
692,75119,Paris 19e  Arrondissement,75118,Paris 18e  Arrondissement,749,2,49,2.0,49.0,2014.0,199135,187156,capitale,capitale,1,1
693,75119,Paris 19e  Arrondissement,75120,Paris 20e  Arrondissement,644,2,49,2.0,49.0,2014.0,195468,187156,capitale,capitale,1,1
694,75119,Paris 19e  Arrondissement,75110,Paris 10e  Arrondissement,549,2,49,2.0,49.0,2014.0,92228,187156,capitale,capitale,1,1
695,75119,Paris 19e  Arrondissement,75113,Paris 13e  Arrondissement,273,2,49,2.0,49.0,2014.0,182318,187156,capitale,capitale,1,1
696,75119,Paris 19e  Arrondissement,75114,Paris 14e  Arrondissement,105,2,49,2.0,49.0,2014.0,141230,187156,capitale,capitale,1,1
697,75119,Paris 19e  Arrondissement,75109,Paris 9e  Arrondissement,136,2,49,2.0,49.0,2014.0,59389,187156,capitale,capitale,1,1
698,75119,Paris 19e  Arrondissement,93066,Saint-Denis,119,2,49,2.0,49.0,2014.0,110733,187156,grande ville,capitale,1,1
699,75119,Paris 19e  Arrondissement,59112,Bruay-sur-l'Escaut,140,4,50,2.0,49.0,2014.0,11851,187156,petite ville,capitale,0,1
700,75119,Paris 19e  Arrondissement,93055,Pantin,112,2,49,2.0,49.0,2014.0,54852,187156,grande ville,capitale,1,1
701,81004,Albi,31555,Toulouse,388,1,44,2.0,44.0,2014.0,466297,49531,metropole,moyenne ville,0,0
702,81004,Albi,12202,Rodez,109,3,44,2.0,44.0,2014.0,24088,49531,moyenne ville,moyenne ville,0,0
703,81004,Albi,81065,Castres,136,2,44,2.0,44.0,2014.0,41382,49531,moyenne ville,moyenne ville,0,0
704,81004,Albi,81060,Carmaux,135,2,44,2.0,44.0,2014.0,9542,49531,petite ville,moyenne ville,0,0
705,81004,Albi,81257,Saint-Juéry,164,2,44,2.0,44.0,2014.0,6792,49531,petite ville,moyenne ville,0,0
706,81065,Castres,31555,Toulouse,127,1,44,2.0,44.0,2014.0,466297,41382,metropole,moyenne ville,0,0
707,81065,Castres,81163,Mazamet,114,2,43,2.0,44.0,2014.0,10173,41382,petite ville,moyenne ville,0,0
708,82121,Montauban,31555,Toulouse,284,1,44,1.0,44.0,2014.0,466297,58826,metropole,grande ville,0,0
709,82121,Montauban,82037,Caussade,127,2,44,1.0,44.0,2014.0,6805,58826,petite ville,grande ville,0,0
710,86194,Poitiers,31555,Toulouse,126,1,44,0.0,47.0,2014.0,466297,87435,metropole,grande ville,0,0
711,86194,Poitiers,33063,Bordeaux,141,-1,45,0.0,47.0,2014.0,246586,87435,metropole,grande ville,0,0
712,86194,Poitiers,16015,Angoulême,174,0,46,0.0,47.0,2014.0,41955,87435,moyenne ville,grande ville,0,0
713,86194,Poitiers,17300,La Rochelle,269,-1,46,0.0,47.0,2014.0,74998,87435,grande ville,grande ville,0,0
714,86194,Poitiers,44109,Nantes,112,-2,47,0.0,47.0,2014.0,298029,87435,metropole,grande ville,0,0
715,86194,Poitiers,79191,Niort,270,0,46,0.0,47.0,2014.0,58311,87435,grande ville,grande ville,0,0
716,86194,Poitiers,87085,Limoges,101,1,46,0.0,47.0,2014.0,134577,87435,grande ville,grande ville,0,0
717,86194,Poitiers,37261,Tours,127,1,47,0.0,47.0,2014.0,136125,87435,grande ville,grande ville,0,0
718,86194,Poitiers,86066,Châtellerault,260,1,47,0.0,47.0,2014.0,31722,87435,moyenne ville,grande ville,0,0
719,86194,Poitiers,17452,La Tremblade,121,-1,46,0.0,47.0,2014.0,4792,87435,village et bourg,grande ville,0,0
720,86194,Poitiers,86041,Buxerolles,246,0,47,0.0,47.0,2014.0,9956,87435,petite ville,grande ville,0,0
721,86194,Poitiers,86157,Mignaloux-Beauvoir,108,0,47,0.0,47.0,2014.0,4127,87435,village et bourg,grande ville,0,0
722,86194,Poitiers,86214,Saint-Benoît,181,0,47,0.0,47.0,2014.0,7064,87435,petite ville,grande ville,0,0
723,87085,Limoges,31555,Toulouse,188,1,44,1.0,46.0,2014.0,466297,134577,metropole,grande ville,0,0
724,87085,Limoges,33063,Bordeaux,134,-1,45,1.0,46.0,2014.0,246586,134577,metropole,grande ville,0,0
725,87085,Limoges,86194,Poitiers,127,0,47,1.0,46.0,2014.0,87435,134577,grande ville,grande ville,0,0
726,87085,Limoges,19031,Brive-la-Gaillarde,235,2,45,1.0,46.0,2014.0,46961,134577,moyenne ville,grande ville,0,0
727,87085,Limoges,87001,Aixe-sur-Vienne,114,1,46,1.0,46.0,2014.0,5771,134577,petite ville,grande ville,0,0
728,87085,Limoges,87002,Ambazac,107,1,46,1.0,46.0,2014.0,5628,134577,petite ville,grande ville,0,0
729,87085,Limoges,87050,Couzeix,179,1,46,1.0,46.0,2014.0,8955,134577,petite ville,grande ville,0,0
730,87085,Limoges,87065,Feytiat,131,1,46,1.0,46.0,2014.0,6147,134577,petite ville,grande ville,0,0
731,87085,Limoges,87075,Isle,165,1,46,1.0,46.0,2014.0,7520,134577,petite ville,grande ville,0,0
732,87085,Limoges,87113,Le Palais-sur-Vienne,120,1,46,1.0,46.0,2014.0,6069,134577,petite ville,grande ville,0,0
733,87085,Limoges,87114,Panazol,167,1,46,1.0,46.0,2014.0,10734,134577,petite ville,grande ville,0,0
734,87085,Limoges,87125,Rilhac-Rancon,137,1,46,1.0,46.0,2014.0,4511,134577,village et bourg,grande ville,0,0
735,87085,Limoges,87154,Saint-Junien,145,1,46,1.0,46.0,2014.0,11196,134577,petite ville,grande ville,0,0
736,87085,Limoges,87161,Saint-Léonard-de-Noblat,101,1,46,1.0,46.0,2014.0,4636,134577,village et bourg,grande ville,0,0
737,87085,Limoges,87201,Verneuil-sur-Vienne,135,1,46,1.0,46.0,2014.0,4724,134577,village et bourg,grande ville,0,0
738,97411,Saint-Denis,31555,Toulouse,104,1,44,,,,466297,144642,metropole,grande ville,0,0
739,11262,Narbonne,34172,Montpellier,105,4,44,3.0,43.0,2014.0,275318,52855,metropole,grande ville,0,0
740,11262,Narbonne,11106,Coursan,125,3,43,3.0,43.0,2014.0,5916,52855,petite ville,grande ville,0,0
741,11262,Narbonne,11170,Gruissan,117,3,43,3.0,43.0,2014.0,4873,52855,village et bourg,grande ville,0,0
742,11262,Narbonne,11203,Lézignan-Corbières,124,3,43,3.0,43.0,2014.0,11248,52855,petite ville,grande ville,0,0
743,21231,Dijon,34172,Montpellier,103,4,44,5.0,47.0,2014.0,275318,153668,metropole,grande ville,0,0
744,21231,Dijon,21054,Beaune,157,5,47,5.0,47.0,2014.0,21579,153668,moyenne ville,grande ville,0,0
745,21231,Dijon,21166,Chenôve,322,5,47,5.0,47.0,2014.0,14165,153668,petite ville,grande ville,0,0
746,21231,Dijon,21171,Chevigny-Saint-Sauveur,205,5,47,5.0,47.0,2014.0,11097,153668,petite ville,grande ville,0,0
747,21231,Dijon,21278,Fontaine-lès-Dijon,183,5,47,5.0,47.0,2014.0,8968,153668,petite ville,grande ville,0,0
748,21231,Dijon,21355,Longvic,198,5,47,5.0,47.0,2014.0,8959,153668,petite ville,grande ville,0,0
749,21231,Dijon,21515,Quetigny,204,5,47,5.0,47.0,2014.0,9675,153668,petite ville,grande ville,0,0
750,21231,Dijon,21540,Saint-Apollinaire,121,5,47,5.0,47.0,2014.0,7353,153668,petite ville,grande ville,0,0
751,21231,Dijon,21617,Talant,270,5,47,5.0,47.0,2014.0,11346,153668,petite ville,grande ville,0,0
752,21231,Dijon,25056,Besançon,208,6,47,5.0,47.0,2014.0,116690,153668,grande ville,grande ville,0,0
753,21231,Dijon,54395,Nancy,103,6,49,5.0,47.0,2014.0,104321,153668,grande ville,grande ville,0,0
754,21231,Dijon,67482,Strasbourg,103,8,49,5.0,47.0,2014.0,276170,153668,metropole,grande ville,0,0
755,21231,Dijon,71076,Chalon-sur-Saône,210,5,47,5.0,47.0,2014.0,44985,153668,moyenne ville,grande ville,0,0
756,21231,Dijon,89024,Auxerre,160,4,48,5.0,47.0,2014.0,34843,153668,moyenne ville,grande ville,0,0
757,34022,Baillargues,34172,Montpellier,117,4,44,4.0,44.0,2014.0,275318,6909,metropole,petite ville,0,0
758,34032,Béziers,34172,Montpellier,215,4,44,3.0,43.0,2014.0,275318,75701,metropole,grande ville,0,0
759,34057,Castelnau-le-Lez,34172,Montpellier,725,4,44,4.0,44.0,2014.0,275318,19157,metropole,petite ville,0,0
760,34077,Clapiers,34172,Montpellier,147,4,44,4.0,44.0,2014.0,275318,5378,metropole,petite ville,0,0
761,34079,Clermont-l'Hérault,34172,Montpellier,125,4,44,3.0,44.0,2014.0,275318,8481,metropole,petite ville,0,0
762,34087,Cournonsec,34172,Montpellier,106,4,44,4.0,44.0,2014.0,275318,3166,metropole,village et bourg,0,0
763,34088,Cournonterral,34172,Montpellier,116,4,44,4.0,44.0,2014.0,275318,5829,metropole,petite ville,0,0
764,34090,Le Crès,34172,Montpellier,296,4,44,4.0,44.0,2014.0,275318,8957,metropole,petite ville,0,0
765,34090,Le Crès,34057,Castelnau-le-Lez,112,4,44,4.0,44.0,2014.0,19157,8957,petite ville,petite ville,0,0
766,34095,Fabrègues,34172,Montpellier,133,4,44,4.0,44.0,2014.0,275318,6565,metropole,petite ville,0,0
767,34108,Frontignan,34172,Montpellier,101,4,44,4.0,43.0,2014.0,275318,22896,metropole,moyenne ville,0,0
768,34108,Frontignan,34301,Sète,250,4,43,4.0,43.0,2014.0,44136,22896,moyenne ville,moyenne ville,0,0
769,34114,Gignac,34172,Montpellier,115,4,44,4.0,44.0,2014.0,275318,5905,metropole,petite ville,0,0
770,34116,Grabels,34172,Montpellier,384,4,44,4.0,44.0,2014.0,275318,7597,metropole,petite ville,0,0
771,34120,Jacou,34172,Montpellier,228,4,44,4.0,44.0,2014.0,275318,6584,metropole,petite ville,0,0
772,34120,Jacou,34057,Castelnau-le-Lez,115,4,44,4.0,44.0,2014.0,19157,6584,petite ville,petite ville,0,0
773,34123,Juvignac,34172,Montpellier,501,4,44,4.0,44.0,2014.0,275318,8755,metropole,petite ville,0,0
774,34129,Lattes,34172,Montpellier,423,4,44,4.0,44.0,2014.0,275318,15963,metropole,petite ville,0,0
775,34145,Lunel,34172,Montpellier,149,4,44,4.0,44.0,2014.0,275318,24873,metropole,moyenne ville,0,0
776,34154,Mauguio,34172,Montpellier,170,4,44,4.0,44.0,2014.0,275318,16765,metropole,petite ville,0,0
777,34154,Mauguio,34129,Lattes,128,4,44,4.0,44.0,2014.0,15963,16765,petite ville,petite ville,0,0
778,34198,Pérols,34172,Montpellier,130,4,44,4.0,44.0,2014.0,275318,9089,metropole,petite ville,0,0
779,34202,Pignan,34172,Montpellier,143,4,44,4.0,44.0,2014.0,275318,6483,metropole,petite ville,0,0
780,34217,Prades-le-Lez,34172,Montpellier,118,4,44,4.0,44.0,2014.0,275318,4954,metropole,village et bourg,0,0
781,34247,Saint-Clément-de-Rivière,34172,Montpellier,125,4,44,4.0,44.0,2014.0,275318,4804,metropole,village et bourg,0,0
782,34255,Saint-Gély-du-Fesc,34172,Montpellier,191,4,44,4.0,44.0,2014.0,275318,9625,metropole,petite ville,0,0
783,34259,Saint-Georges-d'Orques,34172,Montpellier,119,4,44,4.0,44.0,2014.0,275318,5378,metropole,petite ville,0,0
784,34270,Saint-Jean-de-Védas,34172,Montpellier,193,4,44,4.0,44.0,2014.0,275318,8595,metropole,petite ville,0,0
785,34274,Saint-Martin-de-Londres,34172,Montpellier,111,4,44,4.0,44.0,2014.0,275318,2650,metropole,village et bourg,0,0
786,34301,Sète,34172,Montpellier,248,4,44,4.0,43.0,2014.0,275318,44136,metropole,moyenne ville,0,0
787,34301,Sète,34108,Frontignan,222,4,43,4.0,43.0,2014.0,22896,44136,moyenne ville,moyenne ville,0,0
788,34309,Teyran,34172,Montpellier,115,4,44,4.0,44.0,2014.0,275318,4606,metropole,village et bourg,0,0
789,34327,Vendargues,34172,Montpellier,166,4,44,4.0,44.0,2014.0,275318,6186,metropole,petite ville,0,0
790,34337,Villeneuve-lès-Maguelone,34172,Montpellier,115,4,44,4.0,44.0,2014.0,275318,9577,metropole,petite ville,0,0
791,84007,Avignon,34172,Montpellier,176,4,44,5.0,44.0,2014.0,275318,92209,metropole,grande ville,0,0
792,84007,Avignon,84031,Carpentras,166,5,44,5.0,44.0,2014.0,28447,92209,moyenne ville,grande ville,0,0
793,84007,Avignon,84092,Le Pontet,213,5,44,5.0,44.0,2014.0,17476,92209,petite ville,grande ville,0,0
794,84007,Avignon,84129,Sorgues,114,5,44,5.0,44.0,2014.0,18328,92209,petite ville,grande ville,0,0
795,51454,Reims,59350,Lille,130,3,51,4.0,49.0,2014.0,233897,183042,metropole,grande ville,0,0
796,51454,Reims,10387,Troyes,227,4,48,4.0,49.0,2014.0,60750,183042,grande ville,grande ville,0,0
797,51454,Reims,21231,Dijon,105,5,47,4.0,49.0,2014.0,153668,183042,grande ville,grande ville,0,0
798,51454,Reims,75118,Paris 18e  Arrondissement,105,2,49,4.0,49.0,2014.0,199135,183042,capitale,grande ville,1,0
799,51454,Reims,51108,Châlons-en-Champagne,422,4,49,4.0,49.0,2014.0,45002,183042,moyenne ville,grande ville,0,0
800,51454,Reims,51649,Vitry-le-François,105,5,49,4.0,49.0,2014.0,13144,183042,petite ville,grande ville,0,0
801,51454,Reims,51055,Bétheny,217,4,49,4.0,49.0,2014.0,6473,183042,petite ville,grande ville,0,0
802,51454,Reims,51230,Épernay,273,4,49,4.0,49.0,2014.0,23176,183042,moyenne ville,grande ville,0,0
803,51454,Reims,51573,Tinqueux,283,4,49,4.0,49.0,2014.0,10096,183042,petite ville,grande ville,0,0
804,51454,Reims,51662,Witry-lès-Reims,116,4,49,4.0,49.0,2014.0,4926,183042,village et bourg,grande ville,0,0
805,59009,Villeneuve-d'Ascq,59350,Lille,806,3,51,3.0,51.0,2014.0,233897,62869,metropole,grande ville,0,0
806,59009,Villeneuve-d'Ascq,59044,Baisieux,136,3,51,3.0,51.0,2014.0,4720,62869,village et bourg,grande ville,0,0
807,59009,Villeneuve-d'Ascq,59378,Marcq-en-Barul,108,3,51,3.0,51.0,2014.0,39291,62869,moyenne ville,grande ville,0,0
808,59009,Villeneuve-d'Ascq,59410,Mons-en-Barul,164,3,51,3.0,51.0,2014.0,21231,62869,moyenne ville,grande ville,0,0
809,59009,Villeneuve-d'Ascq,59512,Roubaix,168,3,51,3.0,51.0,2014.0,95600,62869,grande ville,grande ville,0,0
810,59017,Armentières,59350,Lille,217,3,51,3.0,51.0,2014.0,233897,25362,metropole,moyenne ville,0,0
811,59017,Armentières,59143,La Chapelle-d'Armentières,114,3,51,3.0,51.0,2014.0,8485,25362,petite ville,moyenne ville,0,0
812,59017,Armentières,59317,Houplines,108,3,51,3.0,51.0,2014.0,7891,25362,petite ville,moyenne ville,0,0
813,59090,Bondues,59350,Lille,118,3,51,3.0,51.0,2014.0,233897,9952,metropole,petite ville,0,0
814,59163,Croix,59350,Lille,259,3,51,3.0,51.0,2014.0,233897,20927,metropole,moyenne ville,0,0
815,59163,Croix,59512,Roubaix,247,3,51,3.0,51.0,2014.0,95600,20927,grande ville,moyenne ville,0,0
816,59163,Croix,59599,Tourcoing,113,3,51,3.0,51.0,2014.0,95329,20927,grande ville,moyenne ville,0,0
817,59163,Croix,59646,Wasquehal,139,3,51,3.0,51.0,2014.0,21343,20927,moyenne ville,moyenne ville,0,0
818,59178,Douai,59350,Lille,158,3,51,3.0,50.0,2014.0,233897,40736,metropole,moyenne ville,0,0
819,59178,Douai,59028,Auby,107,3,50,3.0,50.0,2014.0,7320,40736,petite ville,moyenne ville,0,0
820,59178,Douai,59165,Cuincy,111,3,50,3.0,50.0,2014.0,6500,40736,petite ville,moyenne ville,0,0
821,59178,Douai,59569,Sin-le-Noble,279,3,50,3.0,50.0,2014.0,15665,40736,petite ville,moyenne ville,0,0
822,59178,Douai,59654,Waziers,128,3,50,3.0,50.0,2014.0,7497,40736,petite ville,moyenne ville,0,0
823,59183,Dunkerque,59350,Lille,203,3,51,2.0,51.0,2014.0,233897,89160,metropole,grande ville,0,0
824,59183,Dunkerque,59131,Cappelle-la-Grande,113,2,51,2.0,51.0,2014.0,7874,89160,petite ville,grande ville,0,0
825,59183,Dunkerque,59155,Coudekerque-Branche,408,2,51,2.0,51.0,2014.0,21685,89160,moyenne ville,grande ville,0,0
826,59183,Dunkerque,59271,Grande-Synthe,338,2,51,2.0,51.0,2014.0,23406,89160,moyenne ville,grande ville,0,0
827,59183,Dunkerque,59588,Téteghem-Coudekerque-Village,235,2,51,2.0,51.0,2014.0,8143,89160,petite ville,grande ville,0,0
828,59220,Faches-Thumesnil,59350,Lille,199,3,51,3.0,51.0,2014.0,233897,17455,metropole,petite ville,0,0
829,59220,Faches-Thumesnil,59009,Villeneuve-d'Ascq,110,3,51,3.0,51.0,2014.0,62869,17455,grande ville,petite ville,0,0
830,59220,Faches-Thumesnil,59507,Ronchin,146,3,51,3.0,51.0,2014.0,18676,17455,petite ville,petite ville,0,0
831,59286,Haubourdin,59350,Lille,200,3,51,3.0,51.0,2014.0,233897,14656,metropole,petite ville,0,0
832,59286,Haubourdin,59360,Loos,210,3,51,3.0,51.0,2014.0,20720,14656,moyenne ville,petite ville,0,0
833,59328,Lambersart,59350,Lille,699,3,51,3.0,51.0,2014.0,233897,28128,metropole,moyenne ville,0,0
834,59328,Lambersart,59183,Dunkerque,110,2,51,3.0,51.0,2014.0,89160,28128,grande ville,moyenne ville,0,0
835,59328,Lambersart,59017,Armentières,174,3,51,3.0,51.0,2014.0,25362,28128,moyenne ville,moyenne ville,0,0
836,59328,Lambersart,59368,La Madeleine,107,3,51,3.0,51.0,2014.0,22248,28128,moyenne ville,moyenne ville,0,0
837,59360,Loos,59350,Lille,464,3,51,3.0,51.0,2014.0,233897,20720,metropole,moyenne ville,0,0
838,59360,Loos,59286,Haubourdin,117,3,51,3.0,51.0,2014.0,14656,20720,petite ville,moyenne ville,0,0
839,59368,La Madeleine,59350,Lille,786,3,51,3.0,51.0,2014.0,233897,22248,metropole,moyenne ville,0,0
840,59368,La Madeleine,59378,Marcq-en-Barul,204,3,51,3.0,51.0,2014.0,39291,22248,moyenne ville,moyenne ville,0,0
841,59378,Marcq-en-Barul,59350,Lille,534,3,51,3.0,51.0,2014.0,233897,39291,metropole,moyenne ville,0,0
842,59378,Marcq-en-Barul,59512,Roubaix,108,3,51,3.0,51.0,2014.0,95600,39291,grande ville,moyenne ville,0,0
843,59378,Marcq-en-Barul,59599,Tourcoing,131,3,51,3.0,51.0,2014.0,95329,39291,grande ville,moyenne ville,0,0
844,59378,Marcq-en-Barul,59646,Wasquehal,105,3,51,3.0,51.0,2014.0,21343,39291,moyenne ville,moyenne ville,0,0
845,59378,Marcq-en-Barul,59368,La Madeleine,291,3,51,3.0,51.0,2014.0,22248,39291,moyenne ville,moyenne ville,0,0
846,59410,Mons-en-Barul,59350,Lille,416,3,51,3.0,51.0,2014.0,233897,21231,metropole,moyenne ville,0,0
847,59410,Mons-en-Barul,59009,Villeneuve-d'Ascq,162,3,51,3.0,51.0,2014.0,62869,21231,grande ville,moyenne ville,0,0
848,59507,Ronchin,59350,Lille,428,3,51,3.0,51.0,2014.0,233897,18676,metropole,petite ville,0,0
849,59507,Ronchin,59220,Faches-Thumesnil,150,3,51,3.0,51.0,2014.0,17455,18676,petite ville,petite ville,0,0
850,59512,Roubaix,59350,Lille,523,3,51,3.0,51.0,2014.0,233897,95600,metropole,grande ville,0,0
851,59512,Roubaix,59599,Tourcoing,392,3,51,3.0,51.0,2014.0,95329,95600,grande ville,grande ville,0,0
852,59512,Roubaix,59646,Wasquehal,126,3,51,3.0,51.0,2014.0,21343,95600,moyenne ville,grande ville,0,0
853,59512,Roubaix,59009,Villeneuve-d'Ascq,145,3,51,3.0,51.0,2014.0,62869,95600,grande ville,grande ville,0,0
854,59512,Roubaix,59368,La Madeleine,147,3,51,3.0,51.0,2014.0,22248,95600,moyenne ville,grande ville,0,0
855,59512,Roubaix,59163,Croix,178,3,51,3.0,51.0,2014.0,20927,95600,moyenne ville,grande ville,0,0
856,59512,Roubaix,59650,Wattrelos,216,3,51,3.0,51.0,2014.0,41337,95600,moyenne ville,grande ville,0,0
857,59527,Saint-André-lez-Lille,59350,Lille,224,3,51,3.0,51.0,2014.0,233897,12016,metropole,petite ville,0,0
858,59560,Seclin,59350,Lille,150,3,51,3.0,51.0,2014.0,233897,12557,metropole,petite ville,0,0
859,59599,Tourcoing,59350,Lille,544,3,51,3.0,51.0,2014.0,233897,95329,metropole,grande ville,0,0
860,59599,Tourcoing,59378,Marcq-en-Barul,161,3,51,3.0,51.0,2014.0,39291,95329,moyenne ville,grande ville,0,0
861,59599,Tourcoing,59512,Roubaix,765,3,51,3.0,51.0,2014.0,95600,95329,grande ville,grande ville,0,0
862,59599,Tourcoing,59646,Wasquehal,139,3,51,3.0,51.0,2014.0,21343,95329,moyenne ville,grande ville,0,0
863,59599,Tourcoing,59009,Villeneuve-d'Ascq,137,3,51,3.0,51.0,2014.0,62869,95329,grande ville,grande ville,0,0
864,59599,Tourcoing,59163,Croix,125,3,51,3.0,51.0,2014.0,20927,95329,moyenne ville,grande ville,0,0
865,59599,Tourcoing,59650,Wattrelos,230,3,51,3.0,51.0,2014.0,41337,95329,moyenne ville,grande ville,0,0
866,59599,Tourcoing,59279,Halluin,243,3,51,3.0,51.0,2014.0,20748,95329,moyenne ville,grande ville,0,0
867,59599,Tourcoing,59421,Mouvaux,220,3,51,3.0,51.0,2014.0,13118,95329,petite ville,grande ville,0,0
868,59599,Tourcoing,59426,Neuville-en-Ferrain,185,3,51,3.0,51.0,2014.0,10308,95329,petite ville,grande ville,0,0
869,59606,Valenciennes,59350,Lille,175,3,51,4.0,50.0,2014.0,233897,43787,metropole,moyenne ville,0,0
870,59606,Valenciennes,59014,Anzin,251,4,50,4.0,50.0,2014.0,13275,43787,petite ville,moyenne ville,0,0
871,59606,Valenciennes,59032,Aulnoy-lez-Valenciennes,126,4,50,4.0,50.0,2014.0,7371,43787,petite ville,moyenne ville,0,0
872,59606,Valenciennes,59383,Marly,167,4,50,4.0,50.0,2014.0,11472,43787,petite ville,moyenne ville,0,0
873,59646,Wasquehal,59350,Lille,226,3,51,3.0,51.0,2014.0,233897,21343,metropole,moyenne ville,0,0
874,59646,Wasquehal,59378,Marcq-en-Barul,164,3,51,3.0,51.0,2014.0,39291,21343,moyenne ville,moyenne ville,0,0
875,59646,Wasquehal,59512,Roubaix,109,3,51,3.0,51.0,2014.0,95600,21343,grande ville,moyenne ville,0,0
876,59646,Wasquehal,59599,Tourcoing,114,3,51,3.0,51.0,2014.0,95329,21343,grande ville,moyenne ville,0,0
